longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-122.15,37.43,20.0,11709.0,3618.0,7604.0,3589.0,1.9045,375000.0
-122.16,38.07,14.0,6360.0,1236.0,2876.0,1127.0,4.5321,190300.0
-122.16,37.79,22.0,12842.0,2048.0,4985.0,1967.0,5.9849,371000.0
-122.16,37.17,35.0,6422.0,1380.0,2755.0,1064.0,5.0165,202300.0
-122.17,38.08,7.0,18392.0,2782.0,8276.0,2742.0,6.4232,229200.0
-122.18,37.91,31.0,7200.0,876.0,2428.0,843.0,10.9405,500001.0
-122.19,38.13,5.0,7854.0,1446.0,4361.0,1395.0,4.9504,214800.0
-122.2,38.09,18.0,6860.0,1079.0,3205.0,1058.0,5.2957,171900.0
-122.2,37.96,9.0,6306.0,962.0,2581.0,911.0,6.7741,310700.0
-122.21,37.43,23.0,5741.0,1012.0,1843.0,888.0,5.7211,500001.0
-122.22,38.12,15.0,14125.0,2344.0,6456.0,2147.0,5.1014,179500.0
-122.22,38.07,4.0,15654.0,2394.0,7025.0,2168.0,5.8171,225200.0
-122.22,37.86,21.0,7099.0,1106.0,2401.0,1138.0,8.3014,358500.0
-122.22,37.47,28.0,5956.0,1612.0,3571.0,1549.0,3.1864,272800.0
-122.22,37.47,23.0,7740.0,1943.0,4124.0,1743.0,3.3268,322800.0
-122.23,37.46,36.0,6090.0,1057.0,3081.0,1075.0,5.6629,343600.0
-122.24,38.14,15.0,8479.0,1759.0,5008.0,1646.0,3.724,131600.0
-122.24,37.73,21.0,7031.0,1249.0,2930.0,1235.0,4.5213,228400.0
-122.24,37.72,5.0,18634.0,2885.0,7427.0,2718.0,7.611,350700.0
-122.25,37.81,28.0,5806.0,1603.0,2563.0,1497.0,3.2177,273400.0
-122.25,37.56,19.0,7976.0,1406.0,3437.0,1338.0,5.6396,430300.0
-122.25,37.46,33.0,6841.0,950.0,2681.0,980.0,7.1088,443300.0
-122.26,38.0,5.0,6265.0,908.0,3326.0,872.0,6.2073,272900.0
-122.26,37.81,34.0,5871.0,1914.0,2689.0,1789.0,2.8406,335700.0
-122.26,37.57,23.0,7995.0,1254.0,3484.0,1198.0,6.5948,404000.0
-122.26,37.5,44.0,6983.0,1131.0,2818.0,1115.0,5.6271,374800.0
-122.27,37.97,10.0,15259.0,2275.0,7266.0,2338.0,6.0666,272400.0
-122.27,37.74,28.0,6909.0,1554.0,2974.0,1484.0,3.6875,353900.0
-122.27,37.73,31.0,5785.0,1379.0,2973.0,1312.0,3.2689,231000.0
-122.28,37.5,33.0,6499.0,998.0,2694.0,957.0,7.4787,431300.0
-122.28,37.49,25.0,7335.0,1157.0,2626.0,1049.0,6.5475,500001.0
-122.29,38.19,13.0,7065.0,1259.0,3864.0,1221.0,4.7472,148600.0
-122.29,37.94,20.0,7578.0,1426.0,3637.0,1362.0,4.4387,190000.0
-122.29,37.41,30.0,6373.0,854.0,2149.0,798.0,10.6868,500001.0
-122.3,37.84,14.0,7355.0,2408.0,3100.0,2051.0,4.0018,143800.0
-122.31,40.55,11.0,13714.0,2302.0,6511.0,2267.0,3.5522,100100.0
-122.31,37.99,25.0,6508.0,1137.0,3259.0,1081.0,4.2348,157800.0
-122.31,37.5,22.0,14034.0,3020.0,6266.0,2952.0,4.3939,491200.0
-122.32,38.06,4.0,7999.0,1611.0,3596.0,1396.0,5.0969,174200.0
-122.32,37.52,17.0,6645.0,1034.0,2557.0,1032.0,6.3892,480800.0
-122.33,40.6,5.0,6383.0,1206.0,2965.0,1141.0,3.8103,111100.0
-122.33,38.31,14.0,6778.0,947.0,2768.0,1014.0,6.1953,258900.0
-122.33,37.56,34.0,6394.0,1619.0,2400.0,1496.0,3.4902,500001.0
-122.34,37.96,15.0,6487.0,1717.0,3408.0,1560.0,2.1991,133300.0
-122.36,37.54,23.0,6184.0,747.0,2165.0,700.0,10.1675,500001.0
-122.37,37.56,21.0,7189.0,874.0,2440.0,846.0,11.6833,500001.0
-122.39,37.58,36.0,6026.0,852.0,2314.0,892.0,7.8997,500001.0
-122.4,37.75,44.0,6848.0,1584.0,3269.0,1383.0,2.8679,243300.0
-122.41,37.79,52.0,6016.0,2509.0,3436.0,2119.0,2.5166,275000.0
-122.41,37.79,52.0,5783.0,2747.0,4518.0,2538.0,1.724,225000.0
-122.42,40.57,10.0,7949.0,1309.0,3176.0,1163.0,4.1099,120100.0
-122.43,37.64,34.0,8400.0,1812.0,4101.0,1717.0,4.1033,301000.0
-122.43,37.61,21.0,10252.0,2595.0,4790.0,2428.0,4.1692,344500.0
-122.43,37.43,17.0,11999.0,2249.0,5467.0,1989.0,4.8405,354300.0
-122.44,37.74,23.0,6291.0,1269.0,2818.0,1198.0,4.2672,391900.0
-122.44,37.52,16.0,7077.0,1179.0,3502.0,1148.0,5.9919,345100.0
-122.45,37.74,46.0,6429.0,1093.0,2535.0,1109.0,5.0887,335100.0
-122.45,37.7,16.0,6457.0,1336.0,4375.0,1231.0,5.1788,267000.0
-122.46,37.66,15.0,6082.0,1284.0,3861.0,1198.0,5.4221,284700.0
-122.46,37.65,16.0,8676.0,1633.0,5130.0,1574.0,4.8096,262000.0
-122.46,37.63,22.0,6728.0,1382.0,3783.0,1310.0,5.0479,280400.0
-122.46,37.59,21.0,12902.0,2118.0,6160.0,2082.0,5.7653,325800.0
-122.47,37.89,23.0,10774.0,1736.0,3895.0,1683.0,7.2905,500001.0
-122.47,37.81,45.0,6927.0,1258.0,4715.0,1165.0,3.4051,500001.0
-122.47,37.67,20.0,5689.0,992.0,3752.0,1002.0,5.5845,304300.0
-122.47,37.65,27.0,8103.0,1655.0,5023.0,1605.0,4.6452,236200.0
-122.48,37.85,42.0,6297.0,1307.0,2096.0,1205.0,6.4752,500001.0
-122.48,37.59,29.0,5889.0,959.0,2784.0,923.0,5.3991,273000.0
-122.5,37.97,25.0,6526.0,1902.0,5917.0,1812.0,2.7273,187500.0
-122.5,37.91,31.0,7001.0,1282.0,2755.0,1267.0,5.4851,441100.0
-122.51,38.17,8.0,5875.0,1115.0,2808.0,1029.0,3.6392,246300.0
-122.51,38.06,24.0,9493.0,1935.0,5162.0,1880.0,3.0742,118800.0
-122.52,37.98,31.0,6555.0,1571.0,2962.0,1464.0,2.8903,324200.0
-122.53,37.66,25.0,7778.0,1493.0,4674.0,1451.0,5.4694,272400.0
-122.55,38.03,29.0,7174.0,1169.0,3063.0,1172.0,6.0902,293200.0
-122.56,38.09,17.0,9614.0,2123.0,4684.0,2060.0,4.1705,209800.0
-122.57,38.27,7.0,6508.0,1028.0,2902.0,1010.0,5.3707,250500.0
-122.57,38.02,33.0,9531.0,1487.0,3798.0,1409.0,5.6512,314000.0
-122.58,38.1,22.0,11872.0,2300.0,5600.0,2200.0,4.6463,276300.0
-122.58,38.08,27.0,10839.0,1637.0,4406.0,1623.0,5.615,285600.0
-122.6,38.11,23.0,8642.0,1294.0,3594.0,1253.0,5.3962,301500.0
-122.61,38.42,13.0,7731.0,1360.0,2543.0,1249.0,4.6957,259800.0
-122.61,38.09,18.0,6205.0,821.0,2311.0,756.0,6.9081,368700.0
-122.61,37.99,40.0,7737.0,1488.0,3108.0,1349.0,4.4375,289600.0
-122.62,38.4,10.0,9772.0,1308.0,3741.0,1242.0,6.5261,324700.0
-122.63,38.26,7.0,7808.0,1390.0,3551.0,1392.0,4.6069,202300.0
-122.66,38.44,17.0,5815.0,898.0,2614.0,887.0,4.3657,215900.0
-122.67,38.33,4.0,8072.0,1606.0,4323.0,1475.0,3.9518,220300.0
-122.69,38.37,8.0,6322.0,1001.0,2969.0,1043.0,4.8233,214000.0
-122.7,38.36,11.0,5817.0,878.0,2538.0,876.0,4.221,227100.0
-122.72,38.58,4.0,7042.0,1100.0,2936.0,1043.0,5.0555,240800.0
-122.75,38.54,6.0,6719.0,1016.0,2699.0,997.0,5.4886,254200.0
-122.76,38.45,8.0,5823.0,1104.0,2864.0,1041.0,3.6292,183600.0
-122.79,38.48,7.0,6837.0,1417.0,3468.0,1405.0,3.1662,191000.0
-122.82,38.55,8.0,6190.0,1088.0,2967.0,1000.0,3.8616,195100.0
-124.19,40.73,21.0,5694.0,1056.0,2907.0,972.0,3.5363,90100.0
-114.31,34.19,15.0,5612.0,1283.0,1015.0,472.0,1.4936,66900.0
-115.85,34.2,34.0,3868.0,1257.0,890.0,423.0,1.3571,41000.0
-116.14,34.22,32.0,3298.0,1228.0,763.0,360.0,1.875,47800.0
-116.23,33.72,32.0,4981.0,1326.0,3779.0,1186.0,1.7805,76900.0
-116.23,33.71,17.0,4874.0,1349.0,5032.0,1243.0,2.444,90000.0
-116.38,34.2,14.0,4985.0,1238.0,2517.0,954.0,2.0674,65000.0
-116.44,34.12,18.0,5584.0,1303.0,2250.0,1158.0,1.5823,72400.0
-116.44,33.93,17.0,5293.0,1266.0,1201.0,599.0,1.6849,88400.0
-116.45,33.8,9.0,5534.0,1206.0,2283.0,1008.0,3.6161,99100.0
-116.47,34.07,22.0,5473.0,1234.0,2581.0,1098.0,1.9375,65300.0
-116.5,33.81,26.0,5032.0,1229.0,3086.0,1183.0,2.5399,94800.0
-116.51,33.96,16.0,4913.0,1395.0,2518.0,1132.0,1.4665,61100.0
-116.95,32.82,12.0,5535.0,1434.0,3112.0,1262.0,2.5949,108300.0
-116.96,32.79,17.0,5236.0,1325.0,3308.0,1233.0,2.3221,138800.0
-117.0,33.74,8.0,5330.0,1529.0,2143.0,1107.0,2.1103,94400.0
-117.03,32.78,17.0,5481.0,1618.0,2957.0,1537.0,2.5707,171300.0
-117.03,32.77,19.0,4819.0,1492.0,2572.0,1336.0,2.3393,118200.0
-117.04,34.02,24.0,4663.0,1213.0,1851.0,1116.0,1.4418,103500.0
-117.05,34.01,27.0,5484.0,1205.0,2645.0,1131.0,2.1927,116700.0
-117.07,33.11,17.0,5565.0,1237.0,3004.0,1139.0,3.0054,142300.0
-117.07,32.61,22.0,5016.0,1331.0,3222.0,1196.0,2.1441,135500.0
-117.08,32.62,16.0,5192.0,1381.0,3261.0,1321.0,2.2685,151900.0
-117.09,33.13,9.0,5685.0,1442.0,3773.0,1250.0,3.0426,129900.0
-117.1,32.69,29.0,4174.0,1195.0,3675.0,1124.0,1.8112,103600.0
-117.1,32.57,14.0,5058.0,1299.0,3662.0,1193.0,2.3253,133700.0
-117.13,32.75,23.0,3999.0,1182.0,2051.0,1130.0,2.1292,135000.0
-117.16,32.75,19.0,5430.0,1593.0,2496.0,1484.0,2.9112,199100.0
-117.17,32.75,38.0,5430.0,1176.0,2357.0,1100.0,3.654,249000.0
-117.23,32.75,11.0,4304.0,1245.0,1960.0,1105.0,3.3456,159800.0
-117.25,34.14,19.0,5163.0,1229.0,2680.0,1141.0,2.2482,114500.0
-117.26,32.95,22.0,5484.0,1227.0,1947.0,1012.0,4.4375,500001.0
-117.27,34.06,20.0,5258.0,1514.0,3780.0,1404.0,2.025,85700.0
-117.32,34.17,6.0,5661.0,1287.0,2943.0,1162.0,3.6362,106500.0
-117.35,33.98,31.0,4163.0,1242.0,3928.0,1076.0,1.6943,85900.0
-117.35,33.17,16.0,4595.0,1341.0,2849.0,1197.0,2.478,185600.0
-117.37,33.19,23.0,4104.0,1274.0,4729.0,1187.0,1.8214,173800.0
-117.38,33.14,14.0,5039.0,1373.0,1298.0,696.0,3.209,313300.0
-117.42,34.59,8.0,5445.0,1360.0,3220.0,1214.0,1.7567,69500.0
-117.43,33.93,15.0,4836.0,1368.0,3012.0,1240.0,2.1865,129300.0
-117.45,34.1,6.0,5571.0,1316.0,4048.0,1154.0,2.0308,91100.0
-117.53,34.06,18.0,5605.0,1303.0,4028.0,1145.0,2.9386,116400.0
-117.56,34.12,4.0,5351.0,1210.0,2988.0,1101.0,3.7973,181300.0
-117.59,33.65,2.0,4860.0,1193.0,2332.0,1073.0,4.5022,151900.0
-117.63,34.1,15.0,4799.0,1209.0,2554.0,1057.0,2.6582,122800.0
-117.67,34.09,17.0,4418.0,1256.0,2417.0,1094.0,2.7266,101000.0
-117.68,34.08,21.0,5662.0,1185.0,3067.0,1055.0,3.3482,137300.0
-117.68,33.63,16.0,5218.0,1187.0,2701.0,1125.0,3.929,143100.0
-117.79,33.55,39.0,5066.0,1292.0,1915.0,1117.0,3.821,452100.0
-117.8,34.05,5.0,4536.0,1178.0,2485.0,909.0,4.1118,125900.0
-117.81,33.73,19.0,5471.0,1345.0,2828.0,1247.0,3.5719,252800.0
-117.88,33.7,17.0,5122.0,1544.0,2966.0,1339.0,3.4835,116700.0
-117.89,33.68,8.0,5278.0,1575.0,2389.0,1371.0,3.3409,181300.0
-117.9,34.08,32.0,5482.0,1251.0,3426.0,1117.0,3.2943,204400.0
-117.9,33.93,12.0,4325.0,1191.0,1897.0,1080.0,3.3173,247400.0
-117.91,33.77,26.0,5556.0,1398.0,4545.0,1333.0,3.0902,190400.0
-117.91,33.76,20.0,4413.0,1189.0,4818.0,1063.0,2.8594,215100.0
-117.91,33.63,20.0,3442.0,1526.0,1427.0,977.0,3.1985,106300.0
-117.92,33.74,13.0,4620.0,1265.0,3385.0,1109.0,3.1773,186500.0
-117.92,33.73,14.0,5147.0,1182.0,3171.0,1126.0,3.9929,225800.0
-118.01,34.07,24.0,5684.0,1485.0,6626.0,1481.0,2.2559,166800.0
-118.01,33.83,24.0,4639.0,1374.0,3093.0,1257.0,2.5577,202300.0
-118.05,34.08,25.0,4909.0,1422.0,4983.0,1293.0,2.7254,143500.0
-118.06,33.84,20.0,5643.0,1231.0,3841.0,1195.0,4.0542,168400.0
-118.09,34.04,18.0,5580.0,1369.0,3842.0,1276.0,3.6512,168500.0
-118.09,33.77,26.0,5359.0,1508.0,1829.0,1393.0,1.7675,61300.0
-118.1,34.08,24.0,4510.0,1296.0,3985.0,1240.0,2.6884,204600.0
-118.12,34.09,25.0,4870.0,1371.0,3518.0,1296.0,3.2307,188400.0
-118.12,34.06,17.0,5137.0,1614.0,4945.0,1535.0,2.4599,181600.0
-118.13,34.14,23.0,5465.0,1494.0,2511.0,1359.0,3.4531,210900.0
-118.13,34.09,21.0,3862.0,1186.0,2773.0,1102.0,2.7816,188200.0
-118.15,33.77,36.0,4366.0,1211.0,1912.0,1172.0,3.5292,361800.0
-118.16,33.94,25.0,5675.0,1224.0,3317.0,1119.0,3.9352,232900.0
-118.16,33.79,25.0,5463.0,1265.0,3010.0,1179.0,3.233,199100.0
-118.16,33.79,25.0,3742.0,1180.0,3916.0,1063.0,2.4,153700.0
-118.16,33.78,29.0,3684.0,1301.0,3891.0,1143.0,1.6955,179700.0
-118.16,33.78,15.0,4798.0,1374.0,3087.0,1212.0,2.127,163300.0
-118.17,33.84,29.0,4716.0,1372.0,2515.0,1272.0,2.726,208700.0
-118.17,33.78,23.0,3768.0,1261.0,3940.0,1098.0,1.9647,186200.0
-118.17,33.77,25.0,4405.0,1262.0,2178.0,1090.0,3.0503,225000.0
-118.17,33.77,12.0,4409.0,1401.0,3068.0,1262.0,2.2808,154700.0
-118.18,33.78,26.0,3042.0,1253.0,4812.0,1141.0,1.7701,146200.0
-118.19,33.98,36.0,4179.0,1266.0,4582.0,1196.0,2.0087,172100.0
-118.19,33.87,27.0,4701.0,1359.0,2571.0,1216.0,2.5417,184100.0
-118.2,34.1,30.0,3643.0,1197.0,4336.0,1163.0,2.07,154500.0
-118.21,34.1,47.0,5077.0,1271.0,3348.0,1106.0,3.0377,186800.0
-118.22,33.82,17.0,5357.0,1332.0,3030.0,1266.0,1.9311,138100.0
-118.24,34.15,19.0,4852.0,1465.0,3171.0,1332.0,2.5924,192900.0
-118.24,34.14,9.0,4877.0,1488.0,4486.0,1458.0,2.4421,222100.0
-118.25,34.16,24.0,5131.0,1436.0,2690.0,1371.0,2.5668,280000.0
-118.25,34.07,18.0,4297.0,1420.0,4332.0,1286.0,2.2545,192500.0
-118.25,34.06,12.0,4011.0,1438.0,1673.0,1088.0,5.3081,287500.0
-118.25,34.05,8.0,3105.0,1256.0,1086.0,997.0,0.8131,275000.0
-118.25,34.05,52.0,2806.0,1944.0,2232.0,1605.0,0.6775,350000.0
-118.26,34.14,29.0,3431.0,1222.0,4094.0,1205.0,2.2614,248100.0
-118.27,34.16,15.0,5036.0,1299.0,3164.0,1175.0,2.9148,238700.0
-118.27,34.14,29.0,3768.0,1211.0,2320.0,1030.0,2.7685,204500.0
-118.27,34.06,25.0,1714.0,1176.0,3723.0,1036.0,1.3241,112500.0
-118.28,34.09,49.0,3828.0,1197.0,2862.0,1009.0,2.4677,219200.0
-118.28,34.07,24.0,3247.0,1281.0,2642.0,1182.0,2.4632,216700.0
-118.28,34.06,42.0,2472.0,1368.0,3795.0,1179.0,1.2254,162500.0
-118.28,34.06,17.0,2518.0,1196.0,3051.0,1000.0,1.7199,175000.0
-118.29,34.25,8.0,5568.0,1514.0,3565.0,1374.0,3.0795,161500.0
-118.29,34.08,43.0,3056.0,1345.0,3920.0,1304.0,1.925,300000.0
-118.29,34.07,24.0,4021.0,1707.0,3727.0,1529.0,1.7365,112500.0
-118.29,34.06,42.0,3894.0,2293.0,6846.0,2156.0,1.5553,70000.0
-118.29,34.05,31.0,2818.0,1252.0,4126.0,1200.0,2.053,229200.0
-118.29,34.05,18.0,3585.0,1661.0,5229.0,1534.0,1.847,250000.0
-118.29,34.03,29.0,3544.0,1384.0,3323.0,1213.0,1.0219,258300.0
-118.29,34.03,22.0,3313.0,1235.0,2381.0,1063.0,0.7473,168800.0
-118.29,33.88,21.0,4946.0,1231.0,3186.0,1167.0,3.3281,237000.0
-118.3,34.18,5.0,5492.0,1549.0,2997.0,1405.0,3.3205,172100.0
-118.3,34.1,37.0,5305.0,1980.0,3895.0,1874.0,2.0672,283300.0
-118.3,34.1,25.0,3926.0,1715.0,4865.0,1612.0,1.6112,262500.0
-118.3,34.09,40.0,3058.0,1215.0,3953.0,1223.0,1.8156,218800.0
-118.3,34.09,29.0,3245.0,1190.0,3906.0,1102.0,2.1927,253300.0
-118.3,34.07,46.0,5677.0,2610.0,7443.0,2406.0,1.8238,237500.0
-118.3,34.07,28.0,5221.0,2530.0,5840.0,2374.0,1.8829,300000.0
-118.3,34.07,18.0,3759.0,1621.0,3296.0,1462.0,2.2708,175000.0
-118.3,34.06,33.0,2437.0,1283.0,3906.0,1084.0,2.0332,270000.0
-118.3,34.06,23.0,2512.0,1203.0,3720.0,1118.0,1.7896,322200.0
-118.3,34.06,21.0,3960.0,1490.0,3468.0,1335.0,1.8214,475000.0
-118.31,34.1,40.0,4984.0,2158.0,4828.0,2028.0,1.6903,350000.0
-118.31,34.09,30.0,3165.0,1263.0,3678.0,1141.0,2.0,240600.0
-118.31,34.07,26.0,5062.0,2055.0,4533.0,1822.0,2.3105,166700.0
-118.31,34.07,20.0,3264.0,1248.0,2919.0,1191.0,2.3674,500001.0
-118.31,34.06,34.0,2470.0,1197.0,2326.0,1055.0,1.9038,325000.0
-118.31,34.06,30.0,3110.0,1269.0,2535.0,1218.0,1.6987,412500.0
-118.32,34.14,23.0,4574.0,1423.0,1624.0,995.0,4.0965,500001.0
-118.32,34.11,33.0,5135.0,1450.0,2404.0,1292.0,3.2462,435700.0
-118.32,34.05,42.0,3343.0,1183.0,3480.0,1146.0,1.9923,250000.0
-118.33,34.1,43.0,2732.0,1646.0,3049.0,1429.0,1.3157,333300.0
-118.34,34.11,40.0,5485.0,1242.0,2034.0,1133.0,3.6974,500001.0
-118.34,34.1,29.0,3193.0,1452.0,2039.0,1265.0,1.8209,500001.0
-118.34,33.93,33.0,4294.0,1224.0,4512.0,1189.0,2.8304,143700.0
-118.34,33.91,8.0,3937.0,1404.0,2691.0,1142.0,2.4741,185700.0
-118.34,33.87,28.0,4605.0,1188.0,2558.0,1093.0,3.6988,266600.0
-118.35,34.1,24.0,5477.0,1803.0,2863.0,1755.0,1.845,237500.0
-118.35,34.1,18.0,4109.0,1301.0,2103.0,1116.0,2.325,250000.0
-118.35,34.06,52.0,3446.0,1360.0,1768.0,1245.0,2.4722,500001.0
-118.35,34.02,34.0,5218.0,1576.0,3538.0,1371.0,1.5143,118800.0
-118.35,33.95,28.0,4770.0,1328.0,3201.0,1196.0,2.681,147700.0
-118.36,33.97,19.0,4651.0,1281.0,2917.0,1121.0,2.6823,142500.0
-118.36,33.93,27.0,4445.0,1231.0,3340.0,1113.0,3.1656,204500.0
-118.37,34.15,23.0,4604.0,1319.0,2391.0,1227.0,3.1373,263100.0
-118.37,34.14,8.0,4382.0,1560.0,2138.0,1411.0,3.5714,197900.0
-118.37,34.09,38.0,4408.0,1295.0,1690.0,1229.0,3.0156,300000.0
-118.37,34.09,22.0,4247.0,1253.0,1766.0,1170.0,3.1517,341700.0
-118.37,34.08,28.0,4376.0,1202.0,1847.0,1128.0,2.6713,312500.0
-118.38,34.18,27.0,4834.0,1527.0,3847.0,1432.0,2.1449,165300.0
-118.38,34.08,30.0,4524.0,1312.0,1910.0,1243.0,2.8889,335300.0
-118.38,34.08,25.0,4625.0,1307.0,1739.0,1191.0,3.3989,485000.0
-118.38,34.07,16.0,4814.0,1381.0,1897.0,1209.0,3.3725,375000.0
-118.39,34.09,27.0,4312.0,1214.0,1634.0,1097.0,3.6207,362500.0
-118.4,34.2,13.0,4859.0,1293.0,3351.0,1200.0,3.6875,211900.0
-118.4,34.17,24.0,4443.0,1283.0,2421.0,1180.0,2.2652,269200.0
-118.4,33.86,18.0,5152.0,1365.0,2286.0,1243.0,5.1677,380800.0
-118.41,34.03,26.0,4376.0,1394.0,2435.0,1250.0,2.8418,327300.0
-118.41,34.03,24.0,3711.0,1192.0,1764.0,1147.0,3.1642,366700.0
-118.41,34.03,20.0,4374.0,1311.0,2165.0,1185.0,3.6019,463600.0
-118.41,34.02,19.0,4702.0,1472.0,2636.0,1334.0,3.3955,225000.0
-118.42,34.0,14.0,3771.0,1180.0,2355.0,978.0,3.1603,287500.0
-118.43,34.21,17.0,3667.0,1209.0,2636.0,1054.0,2.425,175500.0
-118.43,34.2,20.0,4090.0,1271.0,2824.0,1053.0,2.773,140500.0
-118.44,34.15,29.0,5474.0,1457.0,2352.0,1326.0,3.415,382500.0
-118.44,34.06,9.0,5102.0,1695.0,2609.0,1450.0,3.2545,500001.0
-118.44,34.05,18.0,4780.0,1192.0,1886.0,1036.0,4.4674,500001.0
-118.44,34.05,15.0,5368.0,1312.0,2269.0,1232.0,5.7097,316700.0
-118.45,35.58,16.0,5396.0,1182.0,1802.0,807.0,1.8819,69700.0
-118.45,34.16,22.0,4982.0,1358.0,2237.0,1220.0,3.7105,272600.0
-118.45,34.07,13.0,4284.0,1452.0,3806.0,1252.0,1.3125,350000.0
-118.45,34.06,20.0,3367.0,1264.0,2667.0,1131.0,2.2444,500000.0
-118.45,34.05,23.0,4099.0,1287.0,2103.0,1217.0,3.7549,275000.0
-118.45,34.04,23.0,3771.0,1321.0,2031.0,1241.0,2.7679,277500.0
-118.46,34.23,20.0,4609.0,1499.0,5349.0,1377.0,2.7121,169400.0
-118.46,34.2,22.0,4855.0,1350.0,2519.0,1258.0,3.0893,205600.0
-118.46,34.16,16.0,4590.0,1200.0,2195.0,1139.0,3.8273,334900.0
-118.46,34.06,20.0,5448.0,1532.0,2202.0,1442.0,4.2554,500001.0
-118.47,34.2,25.0,4590.0,1477.0,2723.0,1195.0,2.7118,281700.0
-118.47,34.05,22.0,5215.0,1193.0,2048.0,1121.0,4.7009,500001.0
-118.47,34.04,21.0,5041.0,1491.0,2719.0,1420.0,3.5335,268800.0
-118.48,34.22,22.0,3430.0,1214.0,3618.0,1092.0,2.1974,93800.0
-118.49,34.03,31.0,4949.0,1293.0,1985.0,1244.0,4.252,436700.0
-118.49,34.02,27.0,4725.0,1185.0,1945.0,1177.0,4.1365,470800.0
-118.52,34.39,21.0,5477.0,1275.0,3384.0,1222.0,3.6625,228100.0
-118.59,34.23,14.0,4407.0,1209.0,2676.0,1128.0,3.4091,168800.0
-118.7,35.82,20.0,4642.0,1300.0,658.0,247.0,2.3937,82100.0
-118.87,34.18,21.0,5661.0,1369.0,3188.0,1308.0,3.4676,212800.0
-119.06,34.22,13.0,4175.0,1321.0,2257.0,1271.0,3.1446,177100.0
-119.16,34.23,26.0,5444.0,1293.0,3700.0,1158.0,2.7556,213200.0
-119.18,34.23,16.0,4609.0,1220.0,2147.0,1007.0,3.375,218800.0
-119.18,34.15,22.0,4769.0,1366.0,5534.0,1318.0,2.4167,192000.0
-119.71,36.77,11.0,5112.0,1384.0,2487.0,1243.0,2.1461,75900.0
-119.74,36.74,39.0,4893.0,1210.0,4749.0,1067.0,1.2065,55600.0
-119.76,36.81,19.0,4643.0,1429.0,4638.0,1335.0,1.2716,69400.0
-119.77,34.44,24.0,5652.0,1313.0,2312.0,1294.0,2.4717,295300.0
-121.31,38.68,16.0,5179.0,1271.0,2181.0,1151.0,2.1009,82500.0
-121.41,38.59,18.0,5527.0,1446.0,2883.0,1305.0,2.6485,114500.0
-121.42,38.47,11.0,5665.0,1507.0,3422.0,1299.0,2.3343,97800.0
-121.5,38.58,20.0,4018.0,1220.0,1570.0,1122.0,2.5821,125000.0
-121.54,38.58,30.0,4648.0,1252.0,2524.0,1089.0,1.3177,74300.0
-121.67,36.68,38.0,5561.0,1292.0,3523.0,1253.0,2.8289,168300.0
-121.83,37.3,16.0,5684.0,1386.0,4203.0,1318.0,3.1964,185800.0
-121.83,36.61,27.0,5665.0,1281.0,3612.0,1191.0,3.0542,142100.0
-121.85,39.77,17.0,5273.0,1177.0,2446.0,1199.0,1.9362,89900.0
-121.86,37.34,29.0,5274.0,1625.0,6234.0,1639.0,2.5947,177300.0
-121.88,38.01,9.0,5329.0,1284.0,2827.0,1202.0,2.7374,150000.0
-121.95,37.34,25.0,5236.0,1320.0,2529.0,1213.0,3.1702,256100.0
-121.95,37.3,25.0,5641.0,1517.0,3786.0,1410.0,3.3958,267500.0
-121.96,37.54,14.0,5106.0,1207.0,2738.0,1108.0,3.9909,236000.0
-121.96,37.36,16.0,5040.0,1325.0,3150.0,1196.0,4.2837,264500.0
-121.97,37.55,17.0,4924.0,1247.0,3080.0,1182.0,3.168,189400.0
-121.97,37.3,25.0,5463.0,1351.0,2758.0,1310.0,3.0079,277300.0
-121.98,37.54,17.0,5133.0,1375.0,3386.0,1339.0,3.1326,220800.0
-121.99,36.98,19.0,5613.0,1321.0,3018.0,1268.0,3.1914,215600.0
-122.03,37.37,16.0,3402.0,1193.0,1479.0,1043.0,3.5861,500001.0
-122.03,37.35,19.0,3811.0,1227.0,1930.0,1153.0,3.5154,311400.0
-122.05,37.95,22.0,5175.0,1213.0,2804.0,1091.0,2.85,144600.0
-122.05,37.94,22.0,4162.0,1194.0,1804.0,1185.0,2.5459,179300.0
-122.06,37.91,15.0,5393.0,1422.0,2133.0,1288.0,4.1612,232800.0
-122.06,37.89,21.0,4985.0,1590.0,2575.0,1458.0,3.1002,114300.0
-122.08,37.65,17.0,5018.0,1439.0,3069.0,1299.0,2.7694,161900.0
-122.09,37.42,23.0,4874.0,1251.0,2699.0,1163.0,3.8003,229800.0
-122.14,37.46,27.0,5580.0,2009.0,4165.0,1763.0,2.4375,189000.0
-122.15,37.46,30.0,4198.0,1244.0,2678.0,1147.0,3.6712,308600.0
-122.18,37.45,37.0,5257.0,1360.0,2128.0,1264.0,4.0,394300.0
-122.19,37.46,34.0,5419.0,1183.0,2002.0,1138.0,4.1985,500001.0
-122.23,37.47,39.0,5264.0,1259.0,3057.0,1265.0,3.623,276600.0
-122.24,38.07,13.0,5451.0,1194.0,2957.0,1081.0,2.6098,162500.0
-122.25,37.83,28.0,5022.0,1750.0,2558.0,1661.0,2.4234,218500.0
-122.25,37.81,29.0,4656.0,1414.0,2304.0,1250.0,2.4912,257800.0
